edad,sexo,Nivel_edu,size_localidad,Indigena,edu_madre,edu_padre,hermanos,ingreso,color_piel,region
40,1 Hombre,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,4,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",E,Centro
64,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Técnica o comercial con preparatoria,Técnica o comercial con secundaria,11,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",I,Norte
64,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Primaria,12,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
40,1 Hombre,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,4,No quiso dar información,F,Centro
63,1 Hombre,Preparatoria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Primaria,7,"Igual a un salario mínimo ($2,400)",H,Centro
29,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Primaria,Primaria,3,No quiso dar información,F,Centro
40,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,15,"Menor a 1 salario mínimo ($0 – $2,399)",G,Norte-occidente
25,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte
42,2 Mujer,Profesional,Metrópoli (más de 500 mil habitantes),No,Secundaria general,Técnica o comercial con secundaria,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",J,Centro
43,2 Mujer,Técnica o comercial con secundaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Técnica o comercial con preparatoria,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro-norte
40,2 Mujer,Secundaria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Secundaria general,1,No quiso dar información,G,Centro
34,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Norte-occidente
29,1 Hombre,Normal de licenciatura,Metrópoli (más de 500 mil habitantes),No,Secundaria general,Secundaria general,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Centro
43,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Sur
47,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,5,"Menor a 1 salario mínimo ($0 – $2,399)",B,Sur
64,1 Hombre,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,11,"Menor a 1 salario mínimo ($0 – $2,399)",H,Norte
45,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,6,"Igual a un salario mínimo ($2,400)",H,Centro
45,2 Mujer,Técnica o comercial con secundaria,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,Primaria,9,No quiso dar información,H,Sur
32,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,6,"Menor a 1 salario mínimo ($0 – $2,399)",H,Norte-occidente
26,2 Mujer,Preparatoria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Secundaria general,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro
29,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Preparatoria general,Secundaria general,2,No quiso dar información,H,Centro
46,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,6,"Igual a un salario mínimo ($2,400)",F,Centro
33,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,NS,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro-norte
46,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,3,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
27,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Profesional (licenciatura o ingeniería),Preparatoria general,4,NS,H,Centro
49,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",NS,,,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
40,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Preparatoria general,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte-occidente
60,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",NS,,,10,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
39,1 Hombre,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro-norte
46,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,6,"Igual a un salario mínimo ($2,400)",G,Norte
39,2 Mujer,Preparatoria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Primaria,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte
54,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,14,"Menor a 1 salario mínimo ($0 – $2,399)",G,Centro-norte
38,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,,3,"Menor a 1 salario mínimo ($0 – $2,399)",F,Sur
59,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
50,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Preparatoria general,Preparatoria general,1,NS,H,Norte-occidente
63,1 Hombre,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,12,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte-occidente
34,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Técnica o comercial con secundaria,Primaria,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
26,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,Primaria,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro
33,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
28,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Preparatoria general,Secundaria general,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",F,Centro
46,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,14,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",E,Sur
56,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,9,"Menor a 1 salario mínimo ($0 – $2,399)",I,Centro
39,1 Hombre,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",NS,,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Norte-occidente
61,2 Mujer,Técnica o comercial con preparatoria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Normal de licenciatura,Normal de licenciatura,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
38,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
25,2 Mujer,Normal de licenciatura,"Pueblo (menos de 2,500 habitantes)",Sí,Preparatoria general,Secundaria general,1,"Igual a un salario mínimo ($2,400)",G,Centro
43,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,6,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Norte
40,2 Mujer,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,,5,"Más de 10 salarios mínimos ($24,001 o más)",H,Norte
45,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,NS,NS,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
42,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Norte-occidente
31,1 Hombre,Secundaria técnica,Metrópoli (más de 500 mil habitantes),Sí,,,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro
44,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro
40,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",No,,,7,"Igual a un salario mínimo ($2,400)",H,Sur
54,2 Mujer,Técnica o comercial con preparatoria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Primaria,14,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
44,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
34,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
36,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Técnica o comercial con preparatoria,Profesional (licenciatura o ingeniería),4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
53,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,11,NS,H,Centro
60,1 Hombre,Preparatoria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),Sí,Primaria,Primaria,4,"Igual a un salario mínimo ($2,400)",D,Centro
58,2 Mujer,Normal de licenciatura,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,5,No quiso dar información,H,Sur
60,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",E,Centro
56,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,,1,No quiso dar información,H,Centro
38,1 Hombre,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",No,Secundaria técnica,Primaria,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",D,Norte
52,1 Hombre,Secundaria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,3,No quiso dar información,G,Centro
36,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,9,"Igual a un salario mínimo ($2,400)",I,Centro
27,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",E,Norte-occidente
25,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,,13,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Sur
56,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,8,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Norte
35,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Secundaria general,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro
45,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,7,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",J,Centro
60,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",E,Norte
44,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
38,2 Mujer,Ninguno/no fue a la escuela,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,12,"Igual a un salario mínimo ($2,400)",F,Centro
45,1 Hombre,Técnica o comercial con preparatoria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Preparatoria general,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Sur
63,2 Mujer,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,12,"Igual a un salario mínimo ($2,400)",G,Centro-norte
36,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro
35,2 Mujer,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),Sí,Primaria,Primaria,9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Sur
44,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,,Primaria,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro
53,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte
27,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,,Primaria,6,NS,H,Sur
50,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,2,"Igual a un salario mínimo ($2,400)",E,Centro-norte
56,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
42,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,1,No quiso dar información,F,Centro
60,2 Mujer,Técnica o comercial con preparatoria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,5,No quiso dar información,H,Centro
64,1 Hombre,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Sur
49,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte-occidente
50,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte
28,1 Hombre,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,,9,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
62,2 Mujer,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,10,NS,G,Sur
25,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,Normal de licenciatura,1,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
50,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte
36,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Preparatoria general,Secundaria general,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
25,2 Mujer,Secundaria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria técnica,Secundaria técnica,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Sur
38,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Preparatoria técnica,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",B,Centro
50,2 Mujer,Primaria,Metrópoli (más de 500 mil habitantes),NS,,,7,"Menor a 1 salario mínimo ($0 – $2,399)",H,Norte-occidente
63,2 Mujer,Ninguno/no fue a la escuela,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,5,"Igual a un salario mínimo ($2,400)",H,Centro
64,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,5,NS,F,Centro
25,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Secundaria general,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
30,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte-occidente
59,1 Hombre,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,6,"Igual a un salario mínimo ($2,400)",G,Sur
54,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,13,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",J,Centro-norte
28,2 Mujer,Preparatoria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Profesional (licenciatura o ingeniería),Preparatoria técnica,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte-occidente
61,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,10,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",K,Centro
44,2 Mujer,Técnica o comercial con secundaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,4,"Igual a un salario mínimo ($2,400)",G,Centro
42,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,10,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro-norte
57,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,2,"Igual a un salario mínimo ($2,400)",F,Centro
26,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Secundaria general,Secundaria general,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
35,2 Mujer,Posgrado,"Pueblo (menos de 2,500 habitantes)",No,Secundaria general,Preparatoria general,3,No quiso dar información,J,Norte-occidente
53,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Secundaria general,1,"Más de 10 salarios mínimos ($24,001 o más)",F,Centro
51,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,12,"Igual a un salario mínimo ($2,400)",H,Centro
35,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Secundaria general,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro
61,1 Hombre,Normal básica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,12,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Norte
29,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Primaria,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Norte
44,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),Sí,Secundaria general,,6,NS,H,Sur
34,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Profesional (licenciatura o ingeniería),Primaria,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",F,Centro-norte
37,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
53,1 Hombre,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Sur
45,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,10,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
61,2 Mujer,Ninguno/no fue a la escuela,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,,10,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
36,2 Mujer,Preparatoria general,Metrópoli (más de 500 mil habitantes),NS,,Secundaria general,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Centro
25,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
64,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,,4,"Igual a un salario mínimo ($2,400)",F,Sur
30,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Secundaria general,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Sur
50,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,,1,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Sur
57,2 Mujer,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,NS,Primaria,6,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Norte-occidente
25,2 Mujer,Profesional,Metrópoli (más de 500 mil habitantes),No,Secundaria general,,1,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
26,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,,Secundaria general,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro
