objetivo,p05,p06,p09_1,p10_1,estatura,p21,p23,p24,p28,p38_11,p43,p38m_11,p43m,p60,p61,p64,p86,p87,p98,p122,p131,p132,p142,p143,p144,p151,region,escolaridadh,indigena,X4,probit_pred,count
6,25,2,1,1,156,55,11,2,3,40,3,44,2,3,1,17,20,1,24,3,0,2,18,1,24,8,4,12,0,6,5,0
10,40,1,1,1,175,86,5,4,3,71.321976,2,73,2,3,1,13,70,27,15,4,2,1,19,1,34,7,1,6,0,9,10,-1
6,27,1,5,4,180,75,14,1,3,57,4,43,4,3,1,19,35,7,20,3,1,3,21.55405,2.6724489,22.825521,7,3,12,0,6,5,0
10,34,1,1,1,154,64,20,2,3,76,10,78,4,4,2,24,40,5,22,5,1,2,21,2,22,7,5,16,0,8,9,-2
8,59,1,4,4,178,73,30,4,5,93,6,97,4,8,2,18,66,0,20,3,0,1,24,3,26,7,5,9,0,2,1,-6
10,49,2,1,1,150,54,22,3,7,75,2,71,2,9,3,40,40,29,21,5,2,3,22,3,22,8,4,16,0,10,10,0
10,32,2,1,1,158,97,16,3,6,55,98,53,6,2,1,22,40,11,15,6,2,4,25,1,28,8,3,16,0,10,10,0
8,25,2,7,4,159,63,21,2,4,45,4,43,8,3,1,22,20,0,18,6,1,3,21.55405,2.6724489,22.825521,7,4,17,0,10,10,2
6,38,2,1,1,156,60,8,2,5,68,4,63,2,4,1,16,18,5,18,5,1,2,18,1,19,7,1,12,0,9,10,3
6,32,1,8,4,179,75,13,3,3,60,6,63,4,4,3,19,80,0,20,6,1,2,25,2,26,8,4,12,1,9,10,3
8,25,1,1,1,173,100,19,1,5,71.321976,5,40,10,2,1,16.588694,60,1,15,5,0,3,21.55405,2.6724489,22.825521,7,1,17,0,9,10,1
8,29,1,1,1,160,58,8,2,5,58,11,58,7,3,2,24,40,2,17,5,2,2,26,2.6724489,22.825521,10,1,17,0,10,10,2
4,40,1,8,8,168,75,9,2,4,60,4,59,4,3,1,15,54,7,19,4,0,1,18,1,19,6,4,9,0,6,5,2
8,56,1,3,3,178,100,30,2,4,84,2,78,2,9,4,26,48,14,17,3,1,1,25,3,26,6,5,17,0,9,10,1
10,33,1,1,1,179,80,14,1,5,59,4,57,4,3,1,18,45,7,15,4,2,2,21.55405,2.6724489,22.825521,7,3,12,0,10,10,0
6,52,1,5,4,150,67,24,5,2,89,2,82,2,12,9,10,15,15,10,4,0,2,20,3,37,7,2,5,0,2,1,-4
8,54,2,5,4,165,67,15,2,5,77,2,67.737869,2,5,3,16,70,32,10,7,0,5,18,5,19,11,3,9,0,6,5,-2
4,36,1,4,8,180,91,13,5,3,65,2,55,2,4,1,15,50,17,18,5,1,2,23,2,23,6,4,9,0,6,5,2
8,41,2,1,1,156,72,2,2,3,76,2,77,2,9,8,14,48,3,20,5,1,2,18,2,20,9,1,9,0,9,10,1
10,26,1,1,1,175,59,11,3,4,50,6,48,4,3,2,24,10,2,24,4,2,1,21.55405,2.6724489,22.825521,10,4,18,0,10,10,0
9,26,1,7,1,170,95,22,2,9,52,3,53,8,2,1,23,40,9,17,8,1,2,22,2.6724489,22.825521,6,4,16,0,10,10,1
8,44,1,1,1,160,70,17,3,4,67,4,64,7,5,3,18,60,2,14,5,0,1,21.55405,1,27,9,4,12,0,9,10,1
6,33,1,1,1,174,86,30,5,4,58,2,61,2,9,5,18,48,17,16,6,1,2,21,4,22,8,1,14,0,6,5,0
2,55,1,8,8,169,93,25,5,1,88,2,80,2,7,3,18,21,16,14,3,0,1,26,3,28,7,2,11,1,2,1,0
3,55,1,5,4,186,85,10,5,3,71.321976,2,67.737869,2,12,6,14,30,17,22,6,1,1,21.55405,2.6724489,22.825521,7,2,9,1,6,5,3
9,47,2,1,1,165,80,9,2,6,84,2,77,2,5,4,22,48,3,21,7,0,2,21.55405,2,29,7,4,15,0,10,10,1
7,29,2,5,4,158,63,9,1,4,45,4,48,2,2,1,18,15,1,18,4,0,3,21,2,22,8,4,15,0,6,5,-1
3,43,1,1,1,165,80,14,4,3,64,2,51,2,6,2,15,60,4,16,4,1,1,21,3,21,7,3,9,0,6,5,3
10,33,1,1,1,180,80,15,3,5,64,4,57,2,4,3,18,48,12,21,5,1,2,21.55405,2.6724489,22.825521,8,4,12,0,9,10,-1
10,38,2,7,8,169,70,5,3,6,58,2,57,4,5,2,29,48,1,18,6,1,1,21.55405,2,25,8,1,17,0,10,10,0
8,62,1,1,1,175,85,14,1,7,95,2,97,2,9,5,21,20,2,21,6,0,1,23,5,27,6,3,15,0,9,10,1
5,30,1,5,4,160,90,14,2,3,40,2,44,2,8,2,13,40,6,14,4,1,1,29,5,20,8,3,6,0,2,1,-3
8,47,2,7,8,166,98,31,2,5,78,11,73,10,2,1,20,48,0,21,7,1,3,19,2,20,8,4,11,0,10,10,2
9,52,1,2,2,167,80,24,3,4,85,2,68,2,8,2,18,48,22,30,3,0,2,25,2.6724489,22.825521,7,5,12,0,6,5,-3
10,40,1,7,8,175,82,21,2,7,89,11,89,2,7,7,34,40,14,18,5,2,2,40,1,31,8,4,18,0,10,10,0
7,25,2,1,1,154,50,20,3,2,42,11,42,4,3,2,25,96,0,25,4,0,1,21.55405,2.6724489,22.825521,9,5,12,0,6,5,-1
8,29,1,5,8,175,106,16,2,3,49,11,51,11,2,1,22,45,3,19,3,0,2,26,2.6724489,22.825521,6,3,16,0,8,9,0
5,30,1,2,2,172,78,6,3,3,61,4,54,2,3,1,25,25,9,18,3,0,1,21.55405,2.6724489,22.825521,7,3,16,0,6,5,1
8,27,1,5,4,170,67,19,3,2,51,2,50,2,3,2,18,50,17,19,5,1,1,18,3,18,8,1,11,0,6,5,-2
8,36,1,1,1,166,85,8,5,2,56,6,56,7,1,1,13,44,0,18,4,1,2,18,3,20,10,1,9,0,9,10,1
9,50,1,8,4,180,98,19,1,7,83,2,70,2,8,5,23,48,9,17,5,1,1,29,1,29,7,1,12,0,9,10,0
10,40,1,1,1,170,80,24,1,4,65,6,64,6,2,2,25,40,15,27,4,2,2,20,1,21,8,3,17,0,10,10,0
6,58,2,1,1,165,70,26,5,2,71.321976,2,78,2,5,3,25,48,17,30,5,2,3,20,2,25,7,1,17,0,10,10,4
8,36,1,7,8,164,54,15,2,4,65,2,65,7,6,4,23,20,8,19,7,2,2,33,1,33,8,4,15,0,10,10,2
9,30,1,1,1,180,115,9,3,7,55,6,54,11,2,1,24,48,3,18,4,0,2,18,2,17,7,4,15,0,9,10,0
7,42,1,5,4,160,65,2,1,4,75,98,75,98,7,3,15,42,22,19,3,1,1,19,1,20,7,1,9,0,6,5,-1
1,40,1,4,4,153,67,20,5,3,62,2,61,2,8,1,15,10,23,15,4,0,1,33,3,35,4,5,9,0,1,1,0
9,45,1,2,2,165,72,10,4,4,71.321976,11,70,2,2,2,22,40,15,24,6,1,1,45,2.6724489,22.825521,8,2,17,0,10,10,1
8,29,1,1,1,160,58,8,2,5,58,11,58,7,3,2,24,40,2,17,5,2,2,26,2.6724489,22.825521,10,1,17,0,10,10,2
9,42,2,1,1,159,59,9,2,4,66,2,66,2,1,1,19,20,20,20,4,1,1,21.55405,2.6724489,22.825521,8,4,13,0,9,10,0
3,52,2,5,4,164,68,32,5,3,90,2,84,2,11,7,18,5,10,40,3,0,2,21.55405,2.6724489,22.825521,8,2,9,0,3,1,0
9,44,1,7,8,172,72,9,2,5,81,2,75,2,2,2,21,54,20,15,6,1,2,16,1,16,7,4,12,0,10,10,1
4,47,1,4,4,158,77,27,4,1,73,2,72,2,4,2,16,35,8,17,4,0,3,18,3,22,6,5,12,0,3,1,-1
7,46,2,1,1,162,70,8,1,4,68,4,74,2,4,2,20,48,10,36,5,2,2,23,2.6724489,22.825521,8,1,9,0,10,10,3
9,53,2,1,1,170,90,27,3,3,74,4,73,6,6,1,18,45,32,20,4,1,3,21.55405,1,21,7,5,12,1,10,10,1
7,40,2,8,8,150,58,15,2,3,65,4,60,2,4,2,14,35,1,39,5,0,2,19,4,19,9,4,9,0,6,5,-1
7,40,2,8,8,150,58,15,2,3,65,4,60,2,4,2,14,35,1,39,5,0,2,19,4,19,9,4,9,0,6,5,-1
10,35,2,1,1,170,65,1,3,2,71.321976,2,57,2,1,1,25,8,3,23,4,1,1,26,3,26,7,4,18,0,9,10,-1
7,48,2,1,1,156,56,19,1,5,77,2,74,2,3,2,5,40,27,20,5,2,2,23,2,25,8,1,17,0,10,10,3
9,25,1,1,1,170,78,11,3,5,56,2,54,4,2,2,12,10,7,18,5,1,1,21.55405,2.6724489,22.825521,8,4,6,0,8,9,-1
10,41,1,7,8,170,85,28,3,4,78,11,76,11,2,2,25,40,4,18,4,2,1,32,2.6724489,22.825521,8,1,15,0,10,10,0
6,44,2,7,4,164,79,16,4,5,75,6,73,7,6,4,18,10,10,34,6,0,2,20,2,21,8,3,12,0,9,10,3
3,62,1,2,2,172,68,14,4,3,71.321976,2,67.737869,2,7,4,18,40,29,20,3,0,2,38,2.6724489,22.825521,6,1,6,0,3,1,0
9,27,1,1,1,162,70,27,3,3,52,6,49,4,2,1,15,48,4,17,4,0,1,24,1,25,7,5,9,0,6,5,-3
10,42,2,7,8,158,42,19,4,3,95,2,65,2,6,3,22,20,20,20,3,2,1,21.55405,2.6724489,22.825521,8,1,15,0,9,10,-1
1,29,1,5,4,152,64,12,2,1,71.321976,2,62,2,4,2,18,40,12,18,1,0,1,18,2,19,7,5,9,0,1,1,0
7,44,2,1,1,157,79,15,3,2,71,2,76,2,3,2,15,70,5,17,6,1,2,29,2,30,8,4,9,0,9,10,2
2,35,1,1,1,164,80,27,3,5,85,2,72,2,11,11,25,40,0,18,3,0,2,30,2,25,7,5,17,0,8,9,6
7,46,2,1,1,158,55,11,3,4,83,6,75,4,4,3,15,5,2,44,4,1,2,25,1,30,8,4,9,0,10,10,3
7,26,1,1,1,173,80,9,1,6,53,4,52,4,2,1,19,48,6,20,5,0,2,21.55405,2.6724489,22.825521,8,4,12,0,9,10,2
2,44,1,7,8,160,70,30,5,1,81,2,76,2,8,7,16.588694,10,10,18,2,0,1,23,2,25,7,5,9,0,1,1,-1
5,57,1,5,4,160,60,28,3,4,71.321976,2,67.737869,2,12,2,12,48,0,32,4,0,1,21.55405,2.6724489,22.825521,7,1,6,0,2,1,-3
8,55,2,1,1,150,62,24,5,3,76,2,76,2,10,2,6,48,34,21,4,1,3,21.55405,2.6724489,22.825521,9,3,6,0,8,9,0
7,34,1,11,8,180,85,21,3,6,71.321976,2,77,2,9,9,19,5,17,17,3,0,2,20,2,29,9,4,12,0,6,5,-1
10,51,1,1,1,169,82,27,2,5,76,2,72,2,4,2,13,35,9,15,5,0,2,26,2,30,5,5,9,0,6,5,-4
9,31,1,1,1,165,75,22,4,3,52,4,52,4,3,1,25,50,0,20,3,1,2,24,1,25,8,4,17,0,9,10,0
9,41,1,8,8,167,57,14,2,4,70,2,58,2,2,2,15,77,20,11,6,5,2,21,5,19,8,3,9,0,10,10,1
6,45,1,5,8,166,80,13,5,4,67,2,63,2,7,1,15,40,20,18,6,1,1,28,4,28,8,4,9,1,6,5,0
2,56,2,5,4,153,64,9,3,3,75,2,65,4,7,1,16.588694,25,1,14,4,0,2,12,4,13,10,4,7,0,4,1,2
1,27,1,8,1,166,60,30,5,4,57,4,47,2,3,1,17,55,7,18,1,1,1,23,1,25,6,5,12,0,2,1,1
9,27,1,1,1,178,90,17,3,9,58,10,55,10,4,2,16.588694,30,3,18,9,2,2,21.55405,2.6724489,22.825521,8,4,13,0,10,10,1
6,27,1,5,4,165,80,9,2,3,50,5,49,5,2,1,16,60,11,16,5,1,1,20,1,20,9,4,9,0,8,9,2
8,32,1,7,1,170,85,31,4,3,58,4,56,2,2,1,25,72,5,28,3,1,2,25,2.6724489,22.825521,8,5,16,1,9,10,1
9,54,1,7,8,157,68,9,1,5,93,11,87,4,2,1,22,40,7,22,5,0,3,30,4,30,7,4,16,0,10,10,1
10,60,2,7,8,161,65,15,2,4,97,9,80,2,8,2,18,14,35,25,5,2,2,22,2,23,4,4,12,0,10,10,0
5,64,1,1,1,167,70,26,4,4,71.321976,2,67.737869,2,11,1,18,48,35,20,2,1,2,20,4,22,6,1,12,0,6,5,1
6,31,2,1,1,165,78,15,1,5,61,2,54,2,2,2,19,48,0,22,7,0,1,25,2,24,8,4,12,0,9,10,3
10,30,1,7,1,175,82,15,3,6,60,11,54,6,2,1,23,40,5,25,6,2,3,21.55405,2.6724489,22.825521,10,4,17,0,10,10,0
10,25,1,1,1,180,75,11,2,3,53,2,49,2,4,1,19,8,5,19,3,1,3,21.55405,2.6724489,22.825521,6,4,12,0,8,9,-2
3,63,2,4,4,170,56,12,5,1,97,2,82,2,7,3,9,20,44,18,3,0,1,16,2,17,7,5,2,0,1,1,-2
1,55,1,5,4,167,85,16,5,2,86,2,76,2,12,3,7,70,48,7,5,0,2,19,7,20,6,3,1,0,2,1,1
7,40,2,8,8,150,58,15,2,3,65,4,60,2,4,2,14,35,1,39,5,0,2,19,4,19,9,4,9,0,6,5,-1
10,26,1,7,8,175,120,14,4,5,56,11,56,8,2,1,16.588694,45,1,15,5,2,2,21.55405,2.6724489,22.825521,9,3,22,0,10,10,0
6,44,1,1,1,158,70,11,3,4,71.321976,2,67.737869,1,2,1,10,10,12,15,4,1,1,20,1,22,8,4,8,0,9,10,3
10,35,2,1,1,140,62,4,4,2,65,10,64,10,2,2,25,29,19,29,5,1,1,35,1,34,8,5,16,0,10,10,0
6,35,1,4,8,173,94,14,3,3,63,2,59,2,8,4,14,44,18,14,4,1,1,19,4,20,8,3,7,0,4,1,-2
7,27,2,4,4,172,86,16,4,5,56,4,55,6,6,5,22,36,0,26,3,0,2,19,2,20,8,3,15,0,6,5,-1
5,28,2,8,4,170,103,25,3,4,75,98,65,98,6,6,11,54,0,12,3,0,1,15,4,16,7,2,5,0,2,1,-3
4,30,1,7,8,166,72,14,5,2,60,2,60,2,4,2,26,48,12,18,3,0,1,20,2.6724489,22.825521,8,3,15,0,6,5,2
4,35,1,8,8,175,89,2,3,3,75,2,55,2,7,7,16,15,19,22,2,0,2,26,2.6724489,22.825521,8,1,9,0,2,1,-2
8,34,1,8,98,165,75,9,4,4,65,7,67.737869,2,2,2,18,80,5,20,5,1,1,19,1,33,7,4,12,0,9,10,1
6,59,2,1,1,154,62,32,5,2,84,2,79,2,12,1,12,105,0,30,4,1,2,16,8,18,8,3,6,0,6,5,0
5,37,2,1,1,158,58,8,4,3,55,2,50,2,3,2,17,15,2,25,4,1,2,18,2,18,6,1,10,0,6,5,1
10,62,1,1,1,165,70,13,5,3,91,2,86,2,3,2,20,54,30,20,7,2,3,26,3,28,7,4,12,0,10,10,0
5,38,2,2,2,162,78,5,4,3,59,2,55,2,5,1,15,30,1,26,5,1,2,18,4,18,8,1,9,0,6,5,1
6,53,1,5,4,175,85,27,4,5,86,2,81,2,3,1,23,40,30,15,4,0,3,25,3,27,8,5,16,0,8,9,2
5,35,1,11,8,178,86,28,4,3,59,2,59,2,4,3,18,72,13,17,3,1,1,20,3,22,8,1,12,0,6,5,1
10,48,1,1,1,171,105,14,3,3,65,12,63,6,5,3,23,48,11,23,5,2,1,30,1,33,8,3,17,1,10,10,0
6,44,1,1,1,175,85,30,5,3,67,2,65,2,5,1,15,48,2,20,4,0,1,25,1,29,6,4,9,0,6,5,0
4,42,1,11,1,165,76,15,2,4,75,2,67,2,3,2,37,10,6,18,5,1,1,30,2,29,9,4,16,0,9,10,5
10,40,1,3,3,185,90,8,2,5,90,11,85,4,2,2,24,40,12,24,6,2,1,19,1,21,9,1,17,0,10,10,0
10,42,1,9,8,170,70,22,4,8,71.321976,11,66,11,2,2,23,30,17,18,6,1,1,21.55405,2.6724489,22.825521,8,4,16,0,10,10,0
10,33,1,1,1,180,80,15,3,5,64,4,57,2,4,3,18,48,12,21,5,1,2,21.55405,2.6724489,22.825521,8,4,12,0,9,10,-1
8,52,2,1,1,149,63,9,2,6,77,2,68,2,8,1,18,48,32,19,5,0,1,25,2,27,6,4,15,0,8,9,0
6,55,1,5,5,180,80,11,2,4,84,2,67.737869,2,11,3,18,8,14,18,6,1,2,25,4,20,9,4,6,0,6,5,0
6,27,1,5,4,165,80,9,2,3,50,5,49,5,2,1,16,60,11,16,5,1,1,20,1,20,9,4,9,0,8,9,2
6,55,1,5,5,180,80,11,2,4,84,2,67.737869,2,11,3,18,8,14,18,6,1,2,25,4,20,9,4,6,0,6,5,0
6,34,2,1,1,152,70,15,5,5,60,2,55,6,2,1,16,40,0,25,4,0,2,16,2,16,6,4,9,0,6,5,0
9,48,2,1,1,153,68,9,1,5,71,2,69,2,4,2,15,30,16,30,4,0,2,20,2,20,8,4,9,0,6,5,-3
6,25,2,1,1,156,55,11,2,3,40,3,44,2,3,1,17,20,1,24,3,0,2,18,1,24,8,4,12,0,6,5,0
8,38,1,1,1,172,96,13,4,7,63,2,62,2,2,2,22,60,16,19,8,1,1,25,2,25,8,4,17,0,10,10,2
9,35,2,7,1,163,90,14,5,2,75,2,73,2,9,9,17,30,14,18,3,2,2,26,1,29,8,3,12,1,9,10,0
9,35,1,5,4,181,94,19,1,5,66,5,57,2,3,3,16.588694,9,19,19,5,1,1,25,4,25,7,1,13,0,8,9,-1
5,37,1,1,1,165,79,31,3,3,59,2,57,7,6,2,16.588694,39,5,7,2,0,1,32,2.6724489,22.825521,5,5,10,0,3,1,-2
10,26,1,1,1,162,59,25,2,4,55,4,55,2,2,2,25,48,0,11,7,2,2,21.55405,2.6724489,22.825521,8,2,17,0,10,10,0
2,31,1,5,8,170,90,30,5,1,60,2,65,2,5,4,12,8,10,15,3,0,1,17,2.6724489,22.825521,8,5,3,0,1,1,-1
10,62,1,7,8,180,85,15,2,6,97,2,80,98,2,1,20,40,42,20,8,4,1,18,1,20,10,4,11,0,10,10,0
6,32,1,8,4,168,65,30,4,3,61,2,67,2,4,4,23,50,20,14,5,1,2,26,2.6724489,22.825521,3,5,17,0,8,9,2
10,30,2,7,8,160,72,7,5,6,55,2,42,2,4,1,17,30,2,24,4,1,1,17,2,17,9,5,12,0,6,5,-4
1,38,1,4,4,165,75,13,5,2,60,2,58,2,5,2,17,60,22,17,3,0,1,21,2,23,6,4,9,1,1,1,0
9,46,1,1,1,175,96,31,4,4,76,3,66,2,5,1,18,45,18,18,3,1,2,27,3,30,8,5,12,1,8,9,-1
6,29,2,1,1,153,62,24,1,2,57,2,48,4,3,1,23,48,9,23,5,0,2,25,1,26,7,3,15,0,8,9,2
10,45,1,5,4,167,101,24,4,4,72,2,64,2,8,4,12,10,13,20,5,1,3,25,2.6724489,22.825521,4,3,6,0,6,5,-4
10,51,2,2,2,157,93,16,1,7,76,11,74,7,5,3,19,40,32,19,10,3,2,19,4,21,7,3,16,0,10,10,0
7,26,1,7,8,177,76,14,3,7,56,2,50,4,3,2,18,40,0,18,3,0,2,17,2,16,8,2,12,0,6,5,-1
6,44,1,1,1,160,72,25,5,2,58,3,61,4,1,1,16,60,26,19,3,0,1,20,1,35,6,1,9,0,3,1,-3
5,26,1,5,4,160,70,9,3,3,46,4,40,2,2,2,15,80,1,13,3,0,1,24,1,24,7,4,9,0,3,1,-2
8,37,1,1,8,150,46,15,1,2,64,2,59,2,4,2,15,39,7,20,4,0,1,22,2.6724489,22.825521,7,4,9,0,2,1,-6
3,34,1,5,4,160,59,21,5,5,65,2,55,98,6,3,17,50,0,19,3,0,2,22,2,25,5,4,9,0,2,1,-1
10,36,1,7,8,186,93,15,2,5,67,2,65,4,5,5,19,48,17,19,8,4,3,20,3,21,10,4,12,0,10,10,0
10,32,1,1,1,166,70,8,3,5,55,10,49,11,3,2,22,54,5,20,4,2,2,22,2.6724489,22.825521,9,1,17,0,10,10,0
10,50,2,7,8,152,48,9,1,5,74,4,70,2,4,2,18,36,20,20,6,3,3,18,2,18,10,4,12,0,10,10,0
7,51,1,1,1,165,65,9,2,13,78,4,78,2,11,5,23,40,15,17,7,1,2,23,3,26,8,4,15,0,10,10,3
3,29,1,7,1,180,120,20,5,2,54,11,50,6,3,2,24,36,2,20,5,0,2,29,2.6724489,22.825521,7,5,17,0,9,10,6
6,29,2,1,1,155,65,31,4,1,55,2,54,2,4,4,17,48,1,12,5,0,4,18,2,19,6,5,9,1,6,5,0
1,32,2,7,4,150,65,9,3,3,72,2,55,4,4,2,11,10,1,12,2,0,1,24,2,29,7,4,6,0,2,1,1
8,26,1,5,4,171,80,15,2,2,45,2,46,3,3,2,16,40,4,13,7,1,7,21.55405,2.6724489,22.825521,7,4,9,0,8,9,0
10,38,1,2,2,164,60,9,3,5,61,10,60,10,1,1,24,40,12,24,4,1,1,21.55405,2.6724489,22.825521,8,4,15,0,9,10,-1
10,50,1,7,6,185,90,8,1,6,90,9,88,9,3,2,24,25,22,28,7,2,2,27,1,28,9,1,22,0,10,10,0
9,36,2,1,1,167,70,8,4,2,59,6,56,4,3,2,17,24,3,18,5,2,2,20,3,20,8,1,12,0,10,10,1
5,33,2,8,1,170,60,14,2,4,56,4,56,2,5,1,16,48,0,33,3,0,2,20,3,22,11,3,9,0,6,5,1
9,40,2,1,1,148,85,31,5,3,71.321976,98,70,98,14,6,15,48,2,20,5,0,2,21.55405,3,19,7,5,9,1,6,5,-3
4,50,2,1,1,150,52,2,2,4,82,4,73,2,6,1,15,48,2,16,5,0,3,21.55405,2.6724489,22.825521,10,1,7,0,6,5,2
9,45,2,7,8,156,80,9,1,4,60,2,60,2,1,1,15,40,25,20,8,1,2,22,2,25,7,4,9,0,10,10,1
3,39,1,1,1,165,89,28,4,1,65,2,71,8,4,2,14,46,0,18,2,0,1,20,5,20,7,1,8,0,3,1,0
1,25,1,8,8,175,75,16,2,6,66,6,45,2,4,2,16,48,0,12,3,0,2,17,1,16,6,3,9,0,6,5,5
8,49,2,1,1,163,68,20,4,5,75,2,74,8,4,2,21,30,5,21,4,0,3,21.55405,2,25,7,5,15,0,8,9,0
4,25,2,7,8,155,65,15,4,4,52,2,50,2,3,2,17,6,0,17,8,0,2,17,2,17,8,4,9,0,6,5,2
6,38,1,1,1,180,80,2,2,5,60,4,58,4,3,3,15,12,7,18,5,1,1,21.55405,2.6724489,22.825521,11,1,9,0,9,10,3
6,25,1,7,1,168,77,14,2,5,50,2,53,4,2,1,16.588694,72,5,14,5,0,2,21.55405,2.6724489,22.825521,8,3,15,0,8,9,2
2,25,2,5,4,158,75,26,4,3,71.321976,2,53,2,4,3,15,48,6,15,4,0,3,21.55405,1,18,7,1,9,0,2,1,0
2,58,1,5,4,172,80,2,5,3,80,2,88,2,6,3,15,56,17,18,3,1,1,20,2,21,5,1,9,0,6,5,4
1,30,1,7,8,163,63,30,4,2,52,3,54,3,3,3,16,8,1,13,4,0,1,16,2,17,8,5,9,0,2,1,1
3,39,1,6,8,165,65,9,1,2,70,2,65,2,2,2,13,36,10,19,4,0,1,35,1,37,7,4,6,0,6,5,3
2,48,1,5,4,165,70,17,4,2,71.321976,2,80,2,7,7,14,70,31,20,3,0,1,28,1,28,7,4,9,1,2,1,0
9,28,2,8,4,170,100,5,3,4,56,11,56,7,2,1,24,5,2,20,5,0,2,21.55405,1,28,7,1,16,0,9,10,0
8,46,2,1,1,162,68,19,1,3,90,2,85,2,15,14,14,18,1,16,6,1,1,30,2,33,8,1,9,0,9,10,1
10,38,2,7,1,165,58,15,2,5,67,6,61,6,3,2,23,40,13,24,4,2,2,26,1,29,8,4,17,0,10,10,0
9,49,1,8,1,172,85,31,3,3,67,98,64,98,7,2,29,48,26,17,5,2,3,19,6,19,7,5,16,1,10,10,1
5,52,2,1,1,155,56,28,2,3,77,2,74,2,8,2,20,20,4,25,3,0,2,19,3,19,7,1,15,0,6,5,1
10,40,1,1,1,160,84,11,5,2,67,2,67,2,3,2,18,56,22,18,5,1,1,23,4,24,7,4,12,0,9,10,-1
3,47,1,1,1,170,85,20,2,4,71,2,66,2,2,1,22,40,7,16,3,1,1,22,2,23,6,5,15,0,6,5,3
3,64,1,2,2,162,60,27,5,3,85,2,82,2,4,2,9,3,1,15,3,0,1,17,4,18,8,5,4,0,2,1,-1
5,34,1,8,8,172,69,9,2,5,58,4,58,4,4,2,18,40,14,20,5,1,2,20,3,23,6,4,12,0,9,10,4
7,39,1,1,1,165,70,19,5,2,77,2,61,2,8,5,15,48,17,17,3,1,1,25,2,25,6,1,9,0,6,5,-1
7,34,2,6,8,155,70,9,1,4,65,2,55,2,3,2,16,21,0,20,3,0,1,21.55405,2.6724489,22.825521,8,4,11,0,6,5,-1
8,31,2,7,4,164,60,12,2,4,72,2,67,2,13,9,20,18,6,17,4,1,2,21,2,27,5,3,15,1,6,5,-2
3,58,2,1,1,155,56,9,3,2,88,2,67.737869,2,4,2,14,48,16,18,3,0,4,28,2.6724489,22.825521,7,4,3,0,6,5,3
3,39,1,1,1,165,89,28,4,1,65,2,71,8,4,2,14,46,0,18,2,0,1,20,5,20,7,1,8,0,3,1,0
9,33,1,7,6,181,83,14,3,4,71.321976,6,65,6,2,2,24,30,17,18,3,1,2,29,1,29,7,3,18,0,10,10,1
10,39,1,1,1,175,76,11,3,5,62,6,60,6,2,1,16.588694,10,4,30,5,1,1,26,1,27,8,4,14,0,10,10,0
6,40,1,1,1,175,72,6,4,4,75,4,70,2,2,2,15,50,15,16,4,1,1,22,1,33,8,3,12,0,9,10,3
7,40,1,5,4,162,75,12,5,3,63,2,63,2,2,2,20,48,11,20,4,1,2,28,4,30,6,5,17,0,6,5,-1
10,42,2,7,8,165,60,9,2,4,75,6,60,6,2,1,22,84,3,14,5,1,2,22,2,23,8,4,14,0,10,10,0
1,32,2,5,4,154,57,20,5,3,76,2,74,2,10,1,18,40,10,18,2,0,1,24,3,25,8,5,12,0,1,1,0
10,57,2,1,1,169,71,15,2,3,84,7,87,2,2,1,18,48,34,24,4,0,2,17,4,18,5,4,12,0,9,10,-1
9,35,1,1,1,182,71,25,3,4,74,2,70,2,4,4,27,50,9,28,6,1,2,25,2,27,7,2,17,0,10,10,1
2,36,1,8,8,175,85,17,4,4,56,2,54,2,5,2,16,48,7,29,2,0,1,28,1,30,7,4,9,0,2,1,0
3,60,1,5,4,175,76,13,4,4,97,98,92,98,8,4,14,60,50,25,4,3,1,22,4,23,8,4,6,0,9,10,6
10,25,2,1,1,162,58,25,2,7,53,11,55,11,3,2,16.588694,48,2,23,6,2,1,21.55405,2.6724489,22.825521,9,2,19,0,10,10,0
8,56,1,2,2,175,79,9,4,4,77,2,76,2,2,2,15,76,32,14,4,1,1,18,2,24,5,4,12,0,9,10,1
9,29,2,1,1,164,68,3,5,4,53,2,50,4,3,2,20,8,4,12,4,1,2,24,2.6724489,22.825521,8,2,12,0,6,5,-3
10,33,1,7,8,178,73,10,5,5,63,12,60,4,4,3,26,60,2,18,6,1,1,18,2,19,9,2,18,0,10,10,0
7,25,1,1,1,180,64,6,3,5,57,2,55,5,4,2,16.588694,70,5,20,3,1,1,21.55405,2.6724489,22.825521,8,3,17,0,9,10,2
6,55,1,1,1,160,55,11,3,10,80,3,93,4,10,6,21,48,10,13,5,0,1,21.55405,2.6724489,22.825521,8,4,15,0,9,10,3
10,26,1,8,8,170,65,15,1,3,55,2,53,2,4,4,26,48,2,17,3,0,4,22,2.6724489,22.825521,6,4,11,0,3,1,-7
9,33,1,1,1,175,85,9,1,8,70,6,67,6,3,2,16.588694,40,6,27,8,2,2,28,2.6724489,22.825521,8,4,17,0,10,10,1
10,36,1,1,1,179,75,8,3,5,60,4,63,4,1,1,23,48,8,23,5,2,2,22,2,18,9,1,17,0,10,10,0
10,42,2,1,1,170,88,11,3,5,76,2,67.737869,2,3,2,16,8,17,25,5,1,2,20,1,25,8,4,9,0,10,10,0
